Index,tweet,Affect_Dimension,target
1193,@CCfunkandsoul happy birthday mate 鉂� hope you have an amazing day xx,joy,0
1194,"Sometimes, we just need a message that says how important we are.  ",Depression,1
1195,"Quote of the day comes from Queen Cersei herself @IAMLenaHeadey 'Power hungry people are fearful, otherwise why wouldn't you just chill?' 馃憦",fear,0
1196,"Nole, you just can't go easy on a girl's heart can you? #Wimbledon ",fear,0
1197,Everyone uses you according to their needs and leave you when done,Depression,1
1198,"Would love to stop crying sometime today, on my tenth cry 馃檮 deep sadness on top of food poisoning do not mix. #miserable",sadness,1
1199,"Finally its time, i have a cuppa n its time to watch what i already know will be an epic ep of Game of Thrones #bliss",joy,0
1200,@frozentsunami True gamers Fr only have Depression 馃檹馃徎馃檹馃徎馃檹馃徎,Depression,1
1201,"I drew my Depression. He doesn't have a name yet, but my psychologist wanted me too.  ",Depression,1
1202,I'm a proud father to a mustache #babystache #adorable #newborn,joy,0
1203,Mockingbird started playing a random shake it off playlist. #TweetBot,fear,0
1204,Maybe she鈥檚 lost behind the Pills that save her life but stop her living.,Depression,1
1205,It's my #party #Hashtag10 and I'll #cry if I want to ...... Not really! #Hashtag10 celebrations and I shall #rejoice! I love quirky ones!,joy,0
1206,My heart is so happy I want to explode. 鉂わ笍馃挜,anger,0
1207,"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",sadness,1
1208,"@Angieavlianos Hey Angie, please see your local dealer, they're happy to assist! :-)",joy,0
1209,Spend your day creating #smiles today!,joy,0
1210,"Chanyeol always cheering, he'll claps loudly and very happy when talks about something funny",joy,0
1211,馃挏Take meds  馃挆Eat cookies 馃敳Dishes 馃敳Make pork tenderloin patty &amp,Depression,1
1212,My daily actions are congruent with my big goals.  I feel incredible about myself. #goals #success #justdoit #happy #enjoy #life,joy,0
1213,im gonna rejoice because im gonna see jr and aron .,joy,0
1214,"@bronliejacobs Happy Birthday Bronz鉂ｏ笍 love you smmm, have a wonderful day!!!",joy,0
1215,I start my lpn program this October 馃槍 #blessed,joy,0
1216,"..... wear loose-fitting clothing, which allows your skin to breath and prevents irritation in at risk areas....'",anger,0
1217,"Looking good, but my depression is the worst thing . . . . . . . .      ",Depression,1
1218,Day 5 of updates: Still living in my mini its cold at night Didnt eat today 馃槙 Everytime i post something i have someone in my dms tryimg to scam me Dont know how much longer i can go for,Depression,1
1219,when i cry about one thing i end up crying about everyhting,Depression,1
1220,",, The solar eclipse was really cool.. #inspiring!",joy,0
1221,"no offense to those who love k culture, u can love it all you want bbs!! 馃挅 but i just personally want to get to know my own country's-",anger,0
1222,Cream tea @NTColbyGarden #delicious,joy,0
1223,"However, our true feelings stay compressed. Let us not hold it in, until it is too late.     ",Depression,1
1224,How i be dodging my depressive episodes,Depression,1
1225,I really love @TheFostersTV really great start to this season.  #resist,joy,0
1226,Why do I sometimes feel content even though all I鈥檓 doing is sleeping all day. And I鈥檓 not .,Depression,1
1227,living life with anxiety and depression is so hard and it sucks for real,Depression,1
1228,"@inseopirit LOL, I never got to that part actually :) ICSYV is a great show, isn't it? Tears and laughter.",joy,0
1229,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",sadness,0
1230,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,anger,0
1231,"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again!",joy,0
1232,@JeannePaulShop @CrocBead This is such a pleasing color palette!,joy,0
1233,I learned that a lot of my depression could鈥檝e been prevented by celebrating my small wins with myself .,Depression,1
1234,"I think I鈥檓  or getting close. Cashier asked me how I鈥檓 doing and I had the urge to say, 鈥淚 wanna die.鈥� But instead I smiled behind my mask and said, 鈥淚鈥檓 good and you?鈥�",Depression,1
1235,"I woke up feeling very low and depressed   I still currently feel the same, sometimes that鈥檚 just how bi polar goes   My drug of choice is productivity  When I am feeling low and depressed, putting a to do list in front of me is what helps   ",Depression,1
1236,"Well, folx,   I have either , , or a combination. So if you feel that I'm not as engaged as before, this is probably why.",Depression,1
1237,I'm extra lazy today 馃槦,anger,0
1238,Its getting hard to want to keep going.,Depression,1
1239,"@FairtradeUKNews @adamawine Wishing you a joyful day with great food, wine and company 馃憣",joy,0
1240,i cant go to this school that i like cuz my grades are FUCKED,Depression,1
1241,@CeeCee151 This is 鈽�锔弔his is clouded sky 馃尌馃槀馃槀馃槀馃憤馃徑馃榿馃憦馃徑,sadness,0
1242,"happy birthday girly, hope you have an amazing day :) @kkarlidawson",joy,0
1243,you might not hear from me for a while 馃様  馃馃挃,Depression,1
1244,With so many suffering from  &amp,Depression,1
1245,stinks.  Feeling it today and it's overwhelming. Meds aren't helping. Work isn't helping. I want to crawl into a dark place and hide. Is that too real?,Depression,1
1246,"         HASHTAG LET ME FUCKING SEE HIM k thanks or I鈥檒l impulsively barge in, it鈥檚 the (1) thing I鈥檓 great at  ",Depression,1
1247,Nicole: we have to go somewhere warm and tropical\nMe: okay where?\nNicole: Oakland\n\nWhy does no one in my life ever look at a map?? #lost,fear,0
1248,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",sadness,0
1249,Watching @JamesAcaster clips in bed. Actual legend. Never fails to put me in a good mood. #comedy #legend #love #laughter #bedtime x,joy,0
1250,Watching Senator Adeleke and his joyful dance steps this morning got me rolling. Dude can bougie,joy,0
1251,@chichupedathaa ROFL 馃ぃ,joy,0
1252,i be taking 3 hours shower to wash off the depression,Depression,1
1253,"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",anger,0
1254,Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,joy,0
1255,Happy birthday to one of the many founders of this fabulous company #blessed #TuesdayMotivation #begreat,joy,0
1256,"Depression Confession: I mentioned to my friends that I can鈥檛 afford my rent next month, and the number of them that suggested prostitution is shocking high! LOL 馃う馃徎鈥嶁檪锔�       ",Depression,1
1257,Why is it easy to say 鈥� I love you鈥� but we think twice to say 鈥淚 need help鈥� Reach out whenever you want to express yourself. Staying silent is only going to allow you to travel places in your own mind.,Depression,1
1258,@GunnerGale Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans!,fear,0
1259,@Kazalex_ Happy birthday hope you have and amazing day!,joy,0
1260,Going to finally start getting ready for my move鈽猴笍,joy,0
1261,You've wondered why they seek happiness inside. #cheerful,joy,0
1262,I have nothing left to fight for,Depression,1
1263,i love his smile,joy,0
1264,@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,joy,0
1265,@karenlynnn I'm just a dabbler but I'm very glad to meet you as well. 馃槉,joy,0
1266,In our daily liveswe must see that it is not happiness that makes us grateful but being grateful that makes us happy.,joy,0
1267,"There is no point treating a  person as though he were just feeling sad, saying, 鈥楾here now, hang on, you'll get over it.鈥� Sadness is more or less like a head cold- with patience, it passes. But  is like cancer.",Depression,1
1268,"You turned my world with a smile, and you take my heart with a kiss",joy,0
1269,madly in love with the love of @ActionBronson for food. &lt,joy,0
1270,"Wear a smile, one size fits all. #inspire #simple #simplethings #motivation  #health #healthcare #relax #goals",joy,0
1271,"I constantly feel like I鈥檓 dealing with    my intrusive thoughts created by my ego harass my moral conscience and curb stomp my guilt and confidence   I鈥檓 ruining my marriage, and I know it鈥�  i鈥檓 low on money, and even lower on hope  ",Depression,1
1272,"I felt like asking my therapist,鈥漺hat鈥檚 wrong marilyn? You鈥檙e rather negative today?鈥� If you can鈥檛 count on your therapist to lift u up who can you count on? Lol  ",Depression,1
1273,My life constantly feels like I鈥檓 dragging my feet through it.  Everything that made me happy is gone.,Depression,1
1274,my depression tels me to die but my anxiety is afraid to die ,Depression,1
1275,Overthinking and depression will kill me one day ,Depression,1
1276,What a raucous crowd today @GCSchoolsNC #GCSArtsPD17! How often does one hear applause and cheers at PD?! #excitement @ARTSEDNC @nakiahardy,joy,0
1277,OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,sadness,1
1278,"#AmazonPrimeDay2017 is basically my new favorite holiday.  GPS watch, food storage, pet toys, books acquired! @amazon #happy #shopping",joy,0
1279,"@Deb_Renee Good morning, you're very welcome awesome lady 馃 馃槏",joy,0
1280,An early night for me love you,sadness,0
1281,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",fear,0
1282,"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",fear,0
1283,馃槩馃槩馃槩馃槩 it was nice to be a Human being I'm killing myself 馃ズ馃ズ馃ズ馃槩 I can't deal with these voices in my head 馃槶馃槶馃槶馃檹  See you soon brother and sister,Depression,1
1284,How do you handle depression without geting mad,Depression,1
1285,Absolutly shocking service from @bookingcom especially when owed 拢327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice,sadness,1
1286,"@mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 馃槃 -Claire",joy,0
1287,it feels wrong.....I am trying my best.....But why doi feel like i am falling behind,Depression,1
1288,Your smile could never make me frown.,anger,0
1289,"""Transcendental Meditation gave me mental peace, something that was lacking in me."" Displaced person, Armenia (in first week of TM practice)     , ",Depression,1
1290,Choose someone who makes you laugh #馃槀,joy,0
1291,"You dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking , laughing , cheering 馃挄",joy,0
1292,"I've been taking antidepressants for years. Now that I have a reason to BE depressed, they aren't working as well- shocker- but I'm tired and foggy all the time too. Wonder if I should get a new Rx. It's not like me to be low energy..me no like. ",Depression,1
1293,"Everyone want to win,but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.",anger,0
1294,@billjoehughes Sounds delightful 馃槄,joy,0
1295,Absolutely love @unqualified but can't listen to it during my commute on the subway because I burst out laughing and people stare!,joy,0
1296,Thank you for sending random kind people into my life when I need them the most #smiling #grateful,joy,0
1297,anyone got its2 links? i need to feel something,Depression,1
1298,"I follow this famous chick on snap and she put 'I'm snapping back' &amp; next snap says 'dudes stop sending your peepees, it's not cute.' 馃槀馃槀馃槀",anger,0
1299,"It's amazing how fast can you get depressed, in a few minutes, just for someone.  . . . .        ",Depression,1
